Delivery_person_Age,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
24.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,21
34.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,28
26.0,Windy,Low,Snack,motorcycle,0.0,No,Metropolitian,14
35.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Metropolitian,17
36.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Metropolitian,37
24.0,Sunny,Low,Drinks,motorcycle,1.0,Yes,Metropolitian,42
29.0,Sunny,Medium,Snack,motorcycle,0.0,No,Urban,17
33.0,Cloudy,Medium,Meal,motorcycle,1.0,No,Metropolitian,34
26.0,Windy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,25
32.0,Windy,Jam,Buffet,scooter,1.0,No,Urban,30
37.0,Fog,Jam,Meal,motorcycle,2.0,No,Metropolitian,48
26.0,Stormy,Low,Drinks,scooter,1.0,No,Metropolitian,18
31.0,Stormy,Low,Drinks,scooter,0.0,No,Metropolitian,28
37.0,Stormy,Medium,Buffet,motorcycle,1.0,No,Urban,26
26.0,Sunny,Jam,Drinks,scooter,0.0,No,Urban,16
37.0,Cloudy,Jam,Meal,motorcycle,0.0,No,Metropolitian,25
22.0,Sunny,Jam,Drinks,motorcycle,0.0,No,Metropolitian,22
21.0,Windy,Low,Drinks,motorcycle,0.0,No,Metropolitian,15
22.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Urban,28
38.0,Windy,Low,Meal,motorcycle,1.0,No,Urban,20
28.0,Stormy,High,Buffet,motorcycle,1.0,No,Metropolitian,32
29.0,Sandstorms,Jam,Meal,scooter,0.0,No,Urban,17
31.0,Cloudy,High,Drinks,motorcycle,1.0,No,Metropolitian,38
24.0,Cloudy,Low,Snack,scooter,0.0,No,Metropolitian,14
33.0,Windy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,26
26.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,30
29.0,Windy,Low,Meal,scooter,1.0,No,Metropolitian,28
20.0,Cloudy,Jam,Snack,scooter,1.0,No,Metropolitian,29
29.0,Windy,Low,Buffet,scooter,0.0,No,Urban,12
32.0,Windy,Medium,Buffet,motorcycle,3.0,Yes,Urban,49
20.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,42
26.0,Sandstorms,Medium,Meal,electric_scooter,1.0,No,Urban,24
38.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,46
34.0,Sandstorms,High,Meal,electric_scooter,1.0,No,Urban,27
27.0,Stormy,Low,Snack,motorcycle,0.0,No,Metropolitian,13
29.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,25
24.0,Windy,Jam,Drinks,motorcycle,1.0,No,Urban,24
21.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Metropolitian,12
33.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,24
35.0,Sandstorms,Jam,Meal,motorcycle,1.0,No,Metropolitian,29
35.0,Stormy,Low,Snack,scooter,1.0,No,Metropolitian,18
29.0,Fog,Low,Snack,scooter,1.0,No,Metropolitian,20
29.0,Stormy,Medium,Buffet,motorcycle,0.0,No,Metropolitian,13
29.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Metropolitian,23
21.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,19
29.0,Windy,Jam,Meal,motorcycle,1.0,No,Urban,29
22.0,Sunny,Jam,Snack,motorcycle,0.0,No,Metropolitian,24
29.0,Fog,Low,Drinks,scooter,0.0,No,Urban,27
24.0,Cloudy,Jam,Meal,scooter,0.0,No,Metropolitian,40
23.0,Stormy,High,Snack,scooter,0.0,No,Metropolitian,22
27.0,Windy,High,Drinks,scooter,1.0,No,Urban,12
33.0,Sandstorms,Medium,Drinks,motorcycle,1.0,No,Metropolitian,43
35.0,Windy,Medium,Meal,scooter,1.0,No,Metropolitian,26
21.0,Windy,Medium,Buffet,scooter,0.0,No,Metropolitian,27
39.0,Fog,Low,Meal,motorcycle,2.0,No,Metropolitian,35
34.0,Windy,Low,Drinks,scooter,1.0,No,Metropolitian,27
29.0,Cloudy,High,Drinks,motorcycle,1.0,No,Urban,27
20.0,Fog,Low,Buffet,scooter,0.0,No,Metropolitian,17
20.0,Sandstorms,Low,Drinks,motorcycle,0.0,No,Urban,17
30.0,Sunny,Low,Drinks,motorcycle,0.0,No,Metropolitian,15
37.0,Fog,Jam,Buffet,scooter,1.0,No,Metropolitian,39
39.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,25
26.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,18
32.0,Cloudy,Medium,Meal,motorcycle,3.0,Yes,Urban,48
21.0,Fog,Low,Drinks,scooter,0.0,No,Metropolitian,28
35.0,Sandstorms,Low,Snack,scooter,0.0,No,Metropolitian,29
39.0,Sandstorms,Medium,Buffet,motorcycle,0.0,No,Urban,32
39.0,Cloudy,Low,Meal,motorcycle,1.0,No,Metropolitian,41
27.0,Cloudy,Jam,Drinks,motorcycle,2.0,No,Metropolitian,39
33.0,Fog,Medium,Drinks,scooter,0.0,No,Metropolitian,16
33.0,Fog,Jam,Meal,motorcycle,3.0,No,Metropolitian,48
37.0,Cloudy,Medium,Buffet,motorcycle,0.0,No,Metropolitian,40
20.0,Stormy,Low,Drinks,motorcycle,0.0,No,Urban,11
20.0,Sunny,Jam,Buffet,motorcycle,1.0,No,Urban,19
31.0,Cloudy,Jam,Drinks,scooter,1.0,No,Urban,35
27.0,Sunny,High,Buffet,electric_scooter,0.0,No,Metropolitian,16
37.0,Fog,Medium,Drinks,scooter,0.0,No,Urban,15
34.0,Stormy,Jam,Buffet,scooter,1.0,No,Urban,31
25.0,Fog,Low,Snack,motorcycle,0.0,No,Urban,11
37.0,Cloudy,Low,Meal,motorcycle,1.0,No,Urban,22
23.0,Stormy,Low,Meal,scooter,1.0,No,Metropolitian,16
27.0,Fog,High,Drinks,motorcycle,0.0,No,Metropolitian,24
36.0,Cloudy,Low,Snack,electric_scooter,0.0,No,Urban,16
30.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,42
20.0,Cloudy,High,Drinks,motorcycle,1.0,No,Metropolitian,31
28.0,Fog,Jam,Snack,scooter,1.0,No,Metropolitian,31
36.0,Windy,Low,Buffet,motorcycle,0.0,No,Metropolitian,33
20.0,Stormy,Low,Drinks,scooter,1.0,No,Metropolitian,16
22.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,16
28.0,Sandstorms,Medium,Buffet,motorcycle,1.0,No,Metropolitian,25
34.0,Cloudy,Low,Buffet,electric_scooter,1.0,No,Metropolitian,18
25.0,Windy,Medium,Drinks,scooter,0.0,No,Metropolitian,26
38.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,34
34.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,32
24.0,Windy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,22
33.0,Windy,Jam,Snack,motorcycle,2.0,Yes,Urban,50
21.0,Stormy,High,Snack,scooter,1.0,No,Urban,16
25.0,Stormy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,23
23.0,Windy,High,Buffet,motorcycle,1.0,No,Metropolitian,19
34.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,25
25.0,Fog,Medium,Snack,scooter,1.0,No,Metropolitian,37
28.0,Sandstorms,Low,Drinks,electric_scooter,0.0,No,Metropolitian,10
34.0,Stormy,Jam,Buffet,scooter,1.0,No,Metropolitian,34
24.0,Stormy,Low,Meal,scooter,1.0,No,Metropolitian,14
31.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,26
38.0,Sandstorms,Jam,Buffet,scooter,1.0,No,Metropolitian,30
32.0,Sunny,Medium,Buffet,motorcycle,0.0,No,Metropolitian,17
28.0,Sandstorms,Medium,Buffet,motorcycle,0.0,No,Metropolitian,29
29.0,Fog,Medium,Drinks,motorcycle,1.0,No,Metropolitian,37
28.0,Sandstorms,Jam,Drinks,electric_scooter,0.0,No,Metropolitian,23
39.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,30
39.0,Windy,Jam,Buffet,scooter,1.0,No,Metropolitian,29
26.0,Windy,Low,Buffet,scooter,0.0,No,Metropolitian,14
33.0,Stormy,Low,Buffet,electric_scooter,1.0,No,Metropolitian,28
37.0,Sandstorms,Jam,Drinks,scooter,0.0,No,Metropolitian,27
29.0,Fog,Low,Drinks,scooter,0.0,No,Metropolitian,24
24.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,16
36.0,Sandstorms,Jam,Meal,motorcycle,2.0,No,Metropolitian,43
22.0,Fog,Medium,Snack,motorcycle,3.0,No,Metropolitian,44
21.0,Stormy,Medium,Meal,motorcycle,1.0,No,Metropolitian,22
29.0,Windy,Low,Buffet,scooter,1.0,No,Urban,16
33.0,Fog,Low,Drinks,scooter,1.0,No,Metropolitian,18
27.0,Stormy,Low,Drinks,motorcycle,0.0,No,Metropolitian,16
29.0,Windy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,24
30.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,46
22.0,Sunny,Medium,Buffet,motorcycle,0.0,No,Metropolitian,26
20.0,Stormy,Medium,Drinks,scooter,1.0,No,Urban,17
31.0,Sandstorms,Jam,Buffet,motorcycle,1.0,No,Metropolitian,44
36.0,Fog,Medium,Drinks,scooter,1.0,No,Metropolitian,17
39.0,Windy,Jam,Snack,motorcycle,2.0,No,Urban,43
32.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,41
23.0,Windy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,34
30.0,Windy,Jam,Buffet,scooter,1.0,Yes,Metropolitian,40
26.0,Windy,Low,Meal,scooter,0.0,No,Urban,16
29.0,Cloudy,High,Buffet,motorcycle,1.0,No,Metropolitian,23
21.0,Stormy,High,Buffet,motorcycle,0.0,No,Urban,13
23.0,Stormy,Medium,Drinks,scooter,1.0,No,Metropolitian,29
22.0,Sandstorms,High,Meal,motorcycle,1.0,No,Metropolitian,24
39.0,Cloudy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,16
32.0,Stormy,Jam,Drinks,scooter,1.0,No,Metropolitian,34
25.0,Stormy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,20
30.0,Fog,High,Snack,motorcycle,1.0,No,Metropolitian,28
25.0,Fog,Medium,Drinks,scooter,0.0,No,Metropolitian,30
26.0,Stormy,Low,Snack,scooter,0.0,No,Metropolitian,14
30.0,Windy,High,Snack,motorcycle,1.0,No,Urban,30
31.0,Windy,Low,Drinks,motorcycle,1.0,No,Metropolitian,25
33.0,Sunny,Low,Buffet,motorcycle,0.0,No,Metropolitian,28
20.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,17
36.0,Windy,Jam,Meal,scooter,1.0,No,Urban,33
20.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,36
29.0,Fog,Low,Buffet,scooter,1.0,No,Metropolitian,16
38.0,Sandstorms,Jam,Snack,scooter,2.0,No,Metropolitian,38
37.0,Cloudy,Jam,Meal,motorcycle,0.0,No,Metropolitian,25
28.0,Fog,Jam,Buffet,scooter,2.0,No,Metropolitian,40
39.0,Cloudy,Low,Meal,motorcycle,0.0,No,Urban,32
31.0,Cloudy,Jam,Snack,scooter,0.0,No,Metropolitian,42
30.0,Sunny,Low,Snack,motorcycle,1.0,No,Urban,27
27.0,Sandstorms,Jam,Drinks,motorcycle,1.0,No,Metropolitian,25
30.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,24
29.0,Cloudy,Jam,Snack,scooter,1.0,No,Urban,30
35.0,Windy,Low,Meal,motorcycle,1.0,No,Metropolitian,22
34.0,Windy,High,Snack,motorcycle,0.0,No,Metropolitian,31
37.0,Stormy,Low,Buffet,scooter,1.0,No,Metropolitian,16
34.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,25
31.0,Cloudy,Low,Buffet,scooter,0.0,No,Metropolitian,16
23.0,Fog,Jam,Meal,electric_scooter,1.0,No,Metropolitian,32
29.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,20
20.0,Stormy,Low,Meal,motorcycle,1.0,No,Urban,11
26.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Urban,21
34.0,Cloudy,Jam,Snack,motorcycle,2.0,Yes,Urban,44
34.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,19
21.0,Stormy,Jam,Buffet,scooter,1.0,No,Metropolitian,11
35.0,Windy,Low,Snack,motorcycle,1.0,No,Urban,23
20.0,Stormy,Low,Snack,electric_scooter,0.0,No,Metropolitian,12
24.0,Cloudy,Jam,Buffet,electric_scooter,1.0,No,Metropolitian,39
25.0,Windy,High,Snack,scooter,1.0,No,Urban,16
22.0,Cloudy,Low,Drinks,scooter,1.0,No,Urban,17
38.0,Windy,Medium,Meal,motorcycle,0.0,No,Urban,24
29.0,Cloudy,High,Meal,scooter,1.0,No,Urban,33
24.0,Sandstorms,Medium,Snack,scooter,1.0,No,Urban,29
36.0,Fog,Medium,Buffet,motorcycle,1.0,No,Metropolitian,42
31.0,Windy,Low,Buffet,electric_scooter,1.0,No,Metropolitian,28
20.0,Fog,Jam,Snack,scooter,1.0,No,Metropolitian,25
25.0,Sunny,Medium,Snack,scooter,0.0,No,Metropolitian,16
23.0,Sandstorms,Low,Meal,scooter,1.0,No,Urban,11
39.0,Cloudy,Medium,Buffet,motorcycle,2.0,No,Urban,34
21.0,Cloudy,Medium,Snack,motorcycle,0.0,No,Metropolitian,35
32.0,Stormy,Medium,Drinks,scooter,1.0,No,Metropolitian,25
36.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,15
38.0,Cloudy,Jam,Snack,motorcycle,3.0,No,Metropolitian,49
34.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,35
23.0,Sunny,Low,Buffet,motorcycle,1.0,No,Metropolitian,34
32.0,Stormy,Jam,Meal,scooter,1.0,No,Urban,39
31.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,26
22.0,Sunny,Jam,Buffet,motorcycle,1.0,No,Metropolitian,11
34.0,Cloudy,Low,Drinks,electric_scooter,1.0,No,Metropolitian,33
39.0,Cloudy,Jam,Meal,motorcycle,1.0,No,Metropolitian,47
21.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Metropolitian,25
34.0,Fog,Low,Meal,scooter,1.0,No,Metropolitian,37
29.0,Cloudy,High,Snack,motorcycle,0.0,No,Urban,29
28.0,Windy,Medium,Meal,motorcycle,1.0,No,Metropolitian,15
34.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,20
21.0,Sandstorms,Jam,Meal,motorcycle,0.0,No,Metropolitian,29
30.0,Fog,High,Snack,electric_scooter,1.0,No,Urban,30
36.0,Fog,Low,Drinks,scooter,1.0,No,Urban,16
25.0,Cloudy,Low,Meal,motorcycle,0.0,No,Urban,24
38.0,Sunny,Jam,Snack,scooter,0.0,No,Metropolitian,31
24.0,Sunny,High,Drinks,scooter,0.0,No,Urban,12
31.0,Sandstorms,Medium,Drinks,motorcycle,0.0,No,Metropolitian,34
31.0,Sunny,Medium,Snack,electric_scooter,1.0,No,Metropolitian,29
27.0,Sunny,Jam,Drinks,motorcycle,0.0,No,Metropolitian,13
23.0,Fog,Low,Buffet,motorcycle,1.0,No,Urban,11
29.0,Fog,Low,Snack,scooter,0.0,No,Metropolitian,29
25.0,Sandstorms,Medium,Meal,scooter,1.0,No,Urban,23
38.0,Windy,Low,Drinks,electric_scooter,0.0,No,Metropolitian,24
32.0,Sunny,Medium,Drinks,motorcycle,0.0,No,Urban,26
22.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,36
35.0,Sandstorms,Jam,Drinks,scooter,1.0,No,Metropolitian,31
35.0,Sandstorms,Medium,Buffet,motorcycle,1.0,No,Metropolitian,46
34.0,Sunny,Medium,Snack,scooter,0.0,No,Metropolitian,18
22.0,Sunny,Low,Meal,motorcycle,0.0,No,Metropolitian,33
29.0,Windy,Low,Buffet,scooter,1.0,No,Metropolitian,27
28.0,Stormy,Medium,Snack,scooter,1.0,No,Metropolitian,24
35.0,Fog,Low,Meal,motorcycle,0.0,No,Urban,34
38.0,Fog,Low,Meal,scooter,1.0,No,Urban,17
31.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,28
29.0,Fog,Low,Meal,electric_scooter,0.0,No,Metropolitian,27
26.0,Cloudy,Low,Buffet,scooter,1.0,No,Metropolitian,10
36.0,Cloudy,Medium,Snack,motorcycle,1.0,No,Urban,31
26.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,32
38.0,Fog,Jam,Snack,scooter,1.0,No,Metropolitian,41
25.0,Cloudy,Medium,Meal,scooter,0.0,No,Metropolitian,37
25.0,Cloudy,High,Drinks,scooter,1.0,No,Urban,32
30.0,Sandstorms,Medium,Meal,motorcycle,0.0,No,Urban,24
29.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,24
29.0,Fog,Medium,Snack,scooter,1.0,No,Metropolitian,17
33.0,Cloudy,High,Meal,scooter,1.0,No,Metropolitian,39
39.0,Stormy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,26
34.0,Sandstorms,Jam,Snack,motorcycle,0.0,No,Metropolitian,28
37.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,30
36.0,Cloudy,Low,Meal,motorcycle,1.0,No,Urban,20
29.0,Fog,Jam,Meal,motorcycle,2.0,No,Metropolitian,45
30.0,Fog,Low,Buffet,electric_scooter,1.0,No,Metropolitian,35
32.0,Windy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,43
21.0,Stormy,Low,Meal,motorcycle,1.0,No,Urban,13
24.0,Cloudy,Medium,Drinks,scooter,1.0,No,Metropolitian,35
28.0,Sunny,Jam,Snack,motorcycle,1.0,No,Metropolitian,25
39.0,Stormy,Low,Snack,motorcycle,1.0,No,Urban,21
21.0,Sandstorms,Low,Meal,scooter,0.0,No,Urban,11
24.0,Fog,Medium,Snack,motorcycle,1.0,No,Metropolitian,37
35.0,Windy,Medium,Buffet,scooter,1.0,No,Metropolitian,29
25.0,Sandstorms,Low,Buffet,motorcycle,1.0,No,Metropolitian,20
20.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,22
23.0,Cloudy,Jam,Meal,scooter,1.0,No,Metropolitian,31
28.0,Fog,Low,Meal,scooter,1.0,No,Metropolitian,25
31.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,22
28.0,Sunny,Medium,Buffet,scooter,1.0,No,Urban,16
20.0,Sunny,Jam,Buffet,motorcycle,1.0,No,Metropolitian,54
26.0,Stormy,Jam,Buffet,scooter,1.0,No,Metropolitian,22
34.0,Sandstorms,Low,Drinks,scooter,0.0,No,Metropolitian,26
24.0,Sandstorms,High,Snack,motorcycle,1.0,No,Metropolitian,10
35.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,43
31.0,Sunny,Jam,Snack,electric_scooter,0.0,No,Urban,19
20.0,Sunny,Low,Drinks,motorcycle,1.0,No,Urban,28
32.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,31
25.0,Sunny,Medium,Buffet,scooter,0.0,No,Metropolitian,19
29.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Urban,20
20.0,Sandstorms,Jam,Drinks,scooter,0.0,No,Metropolitian,14
23.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,42
33.0,Sunny,Medium,Meal,scooter,1.0,No,Metropolitian,25
24.0,Sunny,Jam,Drinks,motorcycle,0.0,No,Metropolitian,16
25.0,Fog,Medium,Drinks,motorcycle,0.0,No,Metropolitian,22
29.0,Fog,Medium,Drinks,motorcycle,1.0,No,Metropolitian,21
31.0,Cloudy,Low,Buffet,scooter,1.0,No,Metropolitian,37
38.0,Sunny,Medium,Meal,electric_scooter,1.0,No,Metropolitian,17
22.0,Sunny,Jam,Snack,motorcycle,0.0,No,Urban,15
35.0,Sunny,Low,Buffet,electric_scooter,1.0,No,Metropolitian,12
34.0,Cloudy,Low,Meal,scooter,1.0,No,Metropolitian,39
20.0,Sunny,Low,Snack,scooter,1.0,No,Metropolitian,28
29.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Metropolitian,16
20.0,Sunny,Jam,Buffet,motorcycle,3.0,Yes,Semi-Urban,50
30.0,Cloudy,Jam,Meal,scooter,2.0,No,Metropolitian,49
29.0,Cloudy,Low,Snack,motorcycle,1.0,No,Urban,14
24.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,49
35.0,Fog,Jam,Snack,scooter,1.0,No,Metropolitian,35
28.0,Windy,Low,Snack,scooter,1.0,No,Metropolitian,18
22.0,Sunny,Jam,Meal,scooter,0.0,No,Urban,11
23.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Urban,33
32.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,28
22.0,Fog,Low,Meal,scooter,0.0,No,Metropolitian,16
34.0,Cloudy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,29
30.0,Fog,High,Snack,motorcycle,1.0,No,Metropolitian,26
20.0,Stormy,Medium,Snack,motorcycle,1.0,No,Urban,14
20.0,Windy,Jam,Meal,motorcycle,1.0,No,Metropolitian,36
39.0,Windy,Low,Drinks,scooter,1.0,No,Metropolitian,24
27.0,Sandstorms,Low,Meal,scooter,0.0,No,Metropolitian,11
35.0,Stormy,Low,Buffet,electric_scooter,0.0,No,Metropolitian,27
24.0,Windy,Jam,Meal,motorcycle,1.0,No,Metropolitian,26
25.0,Sunny,Medium,Snack,motorcycle,0.0,No,Metropolitian,17
28.0,Fog,Medium,Meal,motorcycle,0.0,No,Metropolitian,14
33.0,Cloudy,Low,Drinks,scooter,0.0,No,Metropolitian,30
35.0,Sandstorms,Low,Meal,scooter,1.0,No,Metropolitian,21
30.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,35
31.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,29
31.0,Windy,Medium,Drinks,scooter,0.0,No,Metropolitian,21
24.0,Windy,Low,Drinks,scooter,1.0,No,Metropolitian,16
33.0,Sandstorms,Low,Drinks,scooter,1.0,No,Metropolitian,24
39.0,Sunny,Medium,Buffet,scooter,1.0,No,Metropolitian,18
37.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,24
26.0,Fog,Medium,Drinks,motorcycle,1.0,No,Urban,21
35.0,Sandstorms,Medium,Buffet,motorcycle,1.0,No,Urban,32
29.0,Sandstorms,Low,Buffet,scooter,0.0,No,Metropolitian,14
24.0,Sunny,Low,Drinks,motorcycle,1.0,No,Urban,19
25.0,Sandstorms,Medium,Drinks,electric_scooter,1.0,No,Urban,27
20.0,Sandstorms,High,Drinks,motorcycle,1.0,No,Metropolitian,21
28.0,Windy,Low,Snack,scooter,1.0,No,Metropolitian,13
29.0,Sunny,Low,Buffet,motorcycle,0.0,No,Metropolitian,21
37.0,Stormy,Low,Meal,motorcycle,1.0,No,Urban,27
30.0,Sandstorms,Low,Drinks,electric_scooter,1.0,No,Metropolitian,28
23.0,Fog,Medium,Buffet,scooter,0.0,No,Urban,34
36.0,Windy,Low,Snack,motorcycle,1.0,No,Metropolitian,18
39.0,Fog,Low,Drinks,motorcycle,0.0,No,Metropolitian,37
28.0,Windy,Medium,Meal,motorcycle,1.0,No,Metropolitian,13
32.0,Fog,Low,Drinks,scooter,1.0,No,Metropolitian,18
38.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,31
32.0,Sandstorms,Medium,Snack,scooter,1.0,No,Metropolitian,24
35.0,Fog,Jam,Meal,scooter,1.0,No,Metropolitian,42
33.0,Sunny,Low,Snack,motorcycle,1.0,No,Urban,21
27.0,Sandstorms,Jam,Buffet,motorcycle,1.0,No,Metropolitian,32
28.0,Sandstorms,Jam,Meal,scooter,1.0,No,Metropolitian,17
27.0,Cloudy,Medium,Snack,motorcycle,1.0,No,Metropolitian,22
23.0,Windy,Jam,Snack,electric_scooter,1.0,No,Metropolitian,27
37.0,Stormy,Jam,Drinks,scooter,1.0,No,Urban,37
36.0,Sunny,Medium,Buffet,motorcycle,1.0,No,Urban,24
32.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,47
38.0,Sunny,Low,Buffet,motorcycle,1.0,No,Metropolitian,17
38.0,Cloudy,Jam,Drinks,motorcycle,0.0,No,Metropolitian,27
27.0,Cloudy,Low,Drinks,scooter,1.0,No,Metropolitian,16
31.0,Stormy,Jam,Meal,motorcycle,1.0,Yes,Metropolitian,53
21.0,Sandstorms,Low,Snack,motorcycle,0.0,No,Metropolitian,16
26.0,Windy,Jam,Drinks,scooter,0.0,No,Metropolitian,22
23.0,Cloudy,Medium,Snack,motorcycle,2.0,No,Metropolitian,36
36.0,Sunny,Jam,Meal,scooter,1.0,No,Metropolitian,15
29.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,17
34.0,Fog,High,Buffet,motorcycle,1.0,No,Urban,26
20.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,15
25.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,28
36.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Urban,30
27.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,20
35.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,32
31.0,Stormy,High,Meal,scooter,1.0,No,Metropolitian,26
33.0,Stormy,Low,Drinks,scooter,1.0,No,Metropolitian,22
23.0,Cloudy,Jam,Drinks,scooter,1.0,No,Metropolitian,44
23.0,Windy,Medium,Drinks,scooter,1.0,No,Urban,26
29.0,Sunny,Medium,Snack,motorcycle,0.0,No,Metropolitian,14
29.0,Fog,Medium,Snack,motorcycle,1.0,No,Metropolitian,26
30.0,Cloudy,Low,Meal,scooter,1.0,No,Urban,19
39.0,Sunny,Low,Meal,motorcycle,0.0,No,Metropolitian,25
34.0,Windy,Medium,Meal,motorcycle,1.0,No,Metropolitian,36
36.0,Windy,Low,Buffet,motorcycle,0.0,No,Metropolitian,29
30.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,24
29.0,Fog,Jam,Drinks,motorcycle,1.0,No,Metropolitian,29
24.0,Windy,Low,Meal,scooter,0.0,No,Metropolitian,10
37.0,Sunny,Low,Drinks,motorcycle,1.0,No,Metropolitian,18
29.0,Windy,Low,Drinks,motorcycle,0.0,No,Metropolitian,17
30.0,Stormy,Low,Drinks,motorcycle,1.0,No,Metropolitian,16
21.0,Sunny,Low,Buffet,motorcycle,0.0,No,Urban,10
33.0,Sunny,Medium,Snack,motorcycle,0.0,No,Metropolitian,22
39.0,Stormy,Jam,Meal,motorcycle,1.0,No,Urban,39
25.0,Sunny,Low,Drinks,motorcycle,0.0,No,Metropolitian,22
26.0,Stormy,Low,Meal,motorcycle,0.0,No,Urban,18
30.0,Sandstorms,Low,Drinks,scooter,0.0,No,Metropolitian,25
37.0,Fog,Low,Meal,motorcycle,0.0,No,Metropolitian,20
39.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,24
21.0,Sunny,Medium,Snack,motorcycle,0.0,No,Metropolitian,19
31.0,Sandstorms,Medium,Meal,motorcycle,0.0,No,Metropolitian,33
38.0,Sandstorms,High,Snack,scooter,0.0,No,Metropolitian,25
35.0,Fog,Medium,Meal,motorcycle,2.0,No,Urban,36
29.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,15
